query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
a71ev2a-x5226a__1__1.A__1.X	a71ev2a-x5226a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x5854a__1__1.A__1.X	a71ev2a-x5854a__1__1.X	3zvc__1__1.A__1.B	3zvc__1__1.B	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x5171a__1__1.A__1.X	a71ev2a-x5171a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x4895a__1__1.A__1.X	a71ev2a-x4895a__1__1.X	1lvm__2__1.B__1.D	1lvm__2__1.D	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4739a__1__1.A__1.X	a71ev2a-x4739a__1__1.X	5c1x__2__1.B__1.D	5c1x__2__1.D	1.A:1.B	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x0732a__1__1.A__1.X	a71ev2a-x0732a__1__1.X	3qzr__2__1.B__1.E_1.F	3qzr__2__1.E	1.A:1.B	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x4494a__1__1.A__1.X	a71ev2a-x4494a__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x6821a__1__1.A__1.X	a71ev2a-x6821a__1__1.X	2wv5__1__1.A__1.E	2wv5__1__1.E	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x0836b__1__1.A__1.X	a71ev2a-x0836b__1__1.X	2iph__1__1.B__1.D	2iph__1__1.D	1.A:1.B	foldseek	50		sucos_shape_pocket_qcov	
a71ev2a-x1019a__1__1.A__1.X	a71ev2a-x1019a__1__1.X	2qaa__2__1.B__1.AA_1.BA_1.DA	2qaa__2__1.AA	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x0416a__1__1.A__1.X	a71ev2a-x0416a__1__1.X	7ara__1__1.B__1.E	7ara__1__1.E	1.A:1.B	foldseek	52		sucos_shape_pocket_qcov	
a71ev2a-x4018b__1__1.C__1.X	a71ev2a-x4018b__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.C:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x3264a__1__1.A__1.X	a71ev2a-x3264a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x4606b__1__1.C__1.X	a71ev2a-x4606b__1__1.X	5gso__1__1.A__1.F	5gso__1__1.F	1.C:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x3883a__1__1.A__1.X	a71ev2a-x3883a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x7622a__1__1.A__1.X	a71ev2a-x7622a__1__1.X	2wv4__1__1.B__1.D	2wv4__1__1.D	1.A:1.B	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x3548a__1__1.A__1.X	a71ev2a-x3548a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x0443a__1__1.B__1.X	a71ev2a-x0443a__1__1.X	7dnc__1__1.A__1.B	7dnc__1__1.B	1.B:1.A	foldseek	70		sucos_shape_pocket_qcov	
a71ev2a-x4877b__1__1.C__1.X	a71ev2a-x4877b__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.C:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x4967c__1__1.C__1.X	a71ev2a-x4967c__1__1.X	2hal__1__1.A__1.B	2hal__1__1.B	1.C:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x4895b__1__1.C__1.X	a71ev2a-x4895b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x4365a__1__1.A__1.X	a71ev2a-x4365a__1__1.X	3q3y__2__1.B__1.L	3q3y__2__1.L	1.A:1.B	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5824a__1__1.A__1.X	a71ev2a-x5824a__1__1.X	3qzq__1__1.A__1.E	3qzq__1__1.E	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x5793a__1__1.A__1.X	a71ev2a-x5793a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x5203a__1__1.A__1.X	a71ev2a-x5203a__1__1.X	6ku8__1__1.A__1.B	6ku8__1__1.B	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x1346a__1__1.B__1.X	a71ev2a-x1346a__1__1.X	3sjo__6__1.F__1.N	3sjo__6__1.N	1.B:1.F	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x4711a__1__1.A__1.X	a71ev2a-x4711a__1__1.X	5c1x__1__1.A__1.C	5c1x__1__1.C	1.A:1.A	foldseek	52		sucos_shape_pocket_qcov	
a71ev2a-x0351a__1__1.A__1.X	a71ev2a-x0351a__1__1.X	2wv4__2__1.A__1.C	2wv4__2__1.C	1.A:1.A	foldseek	56		sucos_shape_pocket_qcov	
a71ev2a-x5836a__1__1.A__1.X	a71ev2a-x5836a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x5015a__1__1.A__1.X	a71ev2a-x5015a__1__1.X	7ara__1__1.A__1.C	7ara__1__1.C	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x7560a__1__1.A__1.X	a71ev2a-x7560a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x6991a__1__1.A__1.X	a71ev2a-x6991a__1__1.X	5dp7__1__1.A__1.B	5dp7__1__1.B	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x7560b__1__1.B__1.X	a71ev2a-x7560b__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.B:1.B	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x7038a__1__1.A__1.X	a71ev2a-x7038a__1__1.X	5tg1__1__1.A__1.D	5tg1__1__1.D	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x7256a__1__1.A__1.X	a71ev2a-x7256a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4606a__1__1.A__1.X	a71ev2a-x4606a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x0853a__1__1.A__1.X	a71ev2a-x0853a__1__1.X	7ara__1__1.B__1.E	7ara__1__1.E	1.A:1.B	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4694a__1__1.A__1.X	a71ev2a-x4694a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	54		sucos_shape_pocket_qcov	
a71ev2a-x3193a__1__1.A__1.X	a71ev2a-x3193a__1__1.X	5gso__1__1.A__1.F	5gso__1__1.F	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5389a__1__1.A__1.X	a71ev2a-x5389a__1__1.X	3zvd__1__1.A__1.B	3zvd__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x6819a__1__1.A__1.X	a71ev2a-x6819a__1__1.X	3zvd__1__1.A__1.B	3zvd__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4954a__1__1.A__1.X	a71ev2a-x4954a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	54		sucos_shape_pocket_qcov	
a71ev2a-x4547a__1__1.A__1.X	a71ev2a-x4547a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	52		sucos_shape_pocket_qcov	
a71ev2a-x4903b__1__1.C__1.X	a71ev2a-x4903b__1__1.X	3q3y__1__1.A__1.C_1.F	3q3y__1__1.C	1.C:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4914a__1__1.A__1.X	a71ev2a-x4914a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x4998a__1__1.A__1.X	a71ev2a-x4998a__1__1.X	3zve__1__1.A__1.B	3zve__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x3557b__1__1.C__1.X	a71ev2a-x3557b__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.C:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x7359a__1__1.A__1.X	a71ev2a-x7359a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4986b__1__1.C__1.X	a71ev2a-x4986b__1__1.X	7l8h__1__1.A__1.C	7l8h__1__1.C	1.C:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4880b__1__1.C__1.X	a71ev2a-x4880b__1__1.X	5c1x__1__1.A__1.C	5c1x__1__1.C	1.C:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5822a__1__1.A__1.X	a71ev2a-x5822a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4885a__1__1.A__1.X	a71ev2a-x4885a__1__1.X	5dp7__1__1.A__1.B	5dp7__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x7031a__1__1.A__1.X	a71ev2a-x7031a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x5222a__1__1.A__1.X	a71ev2a-x5222a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x0396a__1__1.A__1.X	a71ev2a-x0396a__1__1.X	6t8r__1__1.B__1.H	6t8r__1__1.H	1.A:1.B	foldseek	12		sucos_shape_pocket_qcov	
a71ev2a-x5512b__1__1.C__1.X	a71ev2a-x5512b__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.C:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x6028a__1__1.A__1.X	a71ev2a-x6028a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x7545a__1__1.A__1.X	a71ev2a-x7545a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4017a__1__1.A__1.X	a71ev2a-x4017a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4317a__1__1.A__1.X	a71ev2a-x4317a__1__1.X	5gso__5__1.E__1.J	5gso__5__1.J	1.A:1.E	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5104a__1__1.A__1.X	a71ev2a-x5104a__1__1.X	3zz6__1__1.A__1.B	3zz6__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x2293a__1__1.A__1.X	a71ev2a-x2293a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x7339a__1__1.A__1.X	a71ev2a-x7339a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x5431a__1__1.A__1.X	a71ev2a-x5431a__1__1.X	3ruo__1__1.B__1.E	3ruo__1__1.E	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x0526a__1__1.A__1.X	a71ev2a-x0526a__1__1.X	5dp6__2__1.B__1.F	5dp6__2__1.F	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x0395b__1__1.A__1.X	a71ev2a-x0395b__1__1.X	2oua__2__1.B__1.J	2oua__2__1.J	1.A:1.B	foldseek	5		sucos_shape_pocket_qcov	
a71ev2a-x0719a__1__1.A__1.X	a71ev2a-x0719a__1__1.X	6w5l__2__1.B__1.F	6w5l__2__1.F	1.A:1.B	foldseek	70		sucos_shape_pocket_qcov	
a71ev2a-x4644a__1__1.A__1.X	a71ev2a-x4644a__1__1.X	5c1x__2__1.B__1.D	5c1x__2__1.D	1.A:1.B	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x2448a__1__1.A__1.X	a71ev2a-x2448a__1__1.X	3sj9__1__1.A__1.B	3sj9__1__1.B	1.A:1.A	foldseek	27		sucos_shape_pocket_qcov	
a71ev2a-x4035b__1__1.C__1.X	a71ev2a-x4035b__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.C:1.A	foldseek	45		sucos_shape_pocket_qcov	
a71ev2a-x4322a__1__1.A__1.X	a71ev2a-x4322a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	38		sucos_shape_pocket_qcov	
a71ev2a-x4313a__1__1.A__1.X	a71ev2a-x4313a__1__1.X	3zz7__1__1.A__1.B	3zz7__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x7333a__1__1.A__1.X	a71ev2a-x7333a__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4980a__1__1.A__1.X	a71ev2a-x4980a__1__1.X	3qzq__3__1.C__1.G	3qzq__3__1.G	1.A:1.C	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x5171b__1__1.C__1.X	a71ev2a-x5171b__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.C:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5793b__1__1.C__1.X	a71ev2a-x5793b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x5448a__1__1.A__1.X	a71ev2a-x5448a__1__1.X	5dp8__1__1.A__1.B	5dp8__1__1.B	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x0586a__1__1.A__1.X	a71ev2a-x0586a__1__1.X	3sj9__1__1.A__1.B	3sj9__1__1.B	1.A:1.A	foldseek	21		sucos_shape_pocket_qcov	
a71ev2a-x4570a__1__1.A__1.X	a71ev2a-x4570a__1__1.X	2iph__1__1.B__1.D	2iph__1__1.D	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x7475a__1__1.A__1.X	a71ev2a-x7475a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x4583b__1__1.C__1.X	a71ev2a-x4583b__1__1.X	5dp7__1__1.A__1.B	5dp7__1__1.B	1.C:1.A	foldseek	56		sucos_shape_pocket_qcov	
a71ev2a-x1109a__1__1.A__1.X	a71ev2a-x1109a__1__1.X	6t82__1__1.A_1.B__1.E	6t82__1__1.E	1.A:1.B	foldseek	16		sucos_shape_pocket_qcov	
a71ev2a-x7379a__1__1.A__1.X	a71ev2a-x7379a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4882a__1__1.A__1.X	a71ev2a-x4882a__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.A:1.B	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x3571a__1__1.A__1.X	a71ev2a-x3571a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4608a__1__1.A__1.X	a71ev2a-x4608a__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.A:1.B	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x7316a__1__1.A__1.X	a71ev2a-x7316a__1__1.X	1lvb__2__1.C__1.D	1lvb__2__1.D	1.A:1.C	foldseek	37		sucos_shape_pocket_qcov	
a71ev2a-x0351c__1__1.A__1.X	a71ev2a-x0351c__1__1.X	6taw__1__1.A_1.B__1.C	6taw__1__1.C	1.A:1.B	foldseek	14		sucos_shape_pocket_qcov	
a71ev2a-x4373a__1__1.A__1.X	a71ev2a-x4373a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x0836a__1__1.A__1.X	a71ev2a-x0836a__1__1.X	2zu3__1__1.A__1.B	2zu3__1__1.B	1.A:1.A	foldseek	59		sucos_shape_pocket_qcov	
a71ev2a-x3956a__1__1.A__1.X	a71ev2a-x3956a__1__1.X	3zz6__1__1.A__1.B	3zz6__1__1.B	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x2304a__1__1.A__1.X	a71ev2a-x2304a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x7353b__1__1.A__1.X	a71ev2a-x7353b__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x5276a__1__1.A__1.X	a71ev2a-x5276a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4237d__1__1.C__1.X	a71ev2a-x4237d__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.C:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x4372a__1__1.A__1.X	a71ev2a-x4372a__1__1.X	5c1x__1__1.A__1.C	5c1x__1__1.C	1.A:1.A	foldseek	51		sucos_shape_pocket_qcov	
a71ev2a-x2513a__1__1.A__1.X	a71ev2a-x2513a__1__1.X	3zvg__1__1.A__1.B	3zvg__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x4824b__1__1.C__1.X	a71ev2a-x4824b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	50		sucos_shape_pocket_qcov	
a71ev2a-x7259a__1__1.A__1.X	a71ev2a-x7259a__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.A:1.B	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x5879a__1__1.A__1.X	a71ev2a-x5879a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x0229a__1__1.A__1.X	a71ev2a-x0229a__1__1.X	2k1q__1__1.A__1.B	2k1q__1__1.B	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x4918a__1__1.A__1.X	a71ev2a-x4918a__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x4476a__1__1.A__1.X	a71ev2a-x4476a__1__1.X	5dp5__1__1.A__1.B	5dp5__1__1.B	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x6895a__1__1.A__1.X	a71ev2a-x6895a__1__1.X	2iph__1__1.B__1.D	2iph__1__1.D	1.A:1.B	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x7576b__1__1.C__1.X	a71ev2a-x7576b__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.C:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x4472a__1__1.A__1.X	a71ev2a-x4472a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x3485a__1__1.A__1.X	a71ev2a-x3485a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	44		sucos_shape_pocket_qcov	
a71ev2a-x2454a__1__1.A__1.X	a71ev2a-x2454a__1__1.X	6bib__1__1.A__1.C	6bib__1__1.C	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
a71ev2a-x4346a__1__1.A__1.X	a71ev2a-x4346a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x6853a__1__1.A__1.X	a71ev2a-x6853a__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.A:1.A	foldseek	40		sucos_shape_pocket_qcov	
a71ev2a-x4943b__1__1.C__1.X	a71ev2a-x4943b__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.C:1.A	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x7350b__1__1.A__1.X	a71ev2a-x7350b__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	41		sucos_shape_pocket_qcov	
a71ev2a-x4784a__1__1.A__1.X	a71ev2a-x4784a__1__1.X	4ght__1__1.A__1.C	4ght__1__1.C	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x0884a__1__1.A__1.X	a71ev2a-x0884a__1__1.X	5gsw__1__1.A__1.F	5gsw__1__1.F	1.A:1.A	foldseek	48		sucos_shape_pocket_qcov	
a71ev2a-x7501b__1__1.B__1.X	a71ev2a-x7501b__1__1.X	7l8h__1__1.B__1.D	7l8h__1__1.D	1.B:1.B	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x4298a__1__1.A__1.X	a71ev2a-x4298a__1__1.X	2wv5__1__1.A__1.E	2wv5__1__1.E	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4611b__1__1.C__1.X	a71ev2a-x4611b__1__1.X	3zzc__1__1.A__1.B	3zzc__1__1.B	1.C:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x5687a__1__1.A__1.X	a71ev2a-x5687a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x5082b__1__1.C__1.X	a71ev2a-x5082b__1__1.X	5nfs__1__1.A__1.B	5nfs__1__1.B	1.C:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x0900a__1__1.A__1.X	a71ev2a-x0900a__1__1.X	3su4__1__1.A__1.C	3su4__1__1.C	1.A:1.A	foldseek	20		sucos_shape_pocket_qcov	
a71ev2a-x3623a__1__1.A__1.X	a71ev2a-x3623a__1__1.X	6w5h__2__1.B__1.F	6w5h__2__1.F	1.A:1.B	foldseek	47		sucos_shape_pocket_qcov	
a71ev2a-x3435a__1__1.A__1.X	a71ev2a-x3435a__1__1.X	7ara__1__1.A__1.C	7ara__1__1.C	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x1105a__1__1.A__1.X	a71ev2a-x1105a__1__1.X	6t4e__1__1.B__1.D	6t4e__1__1.D	1.A:1.B	foldseek	10		sucos_shape_pocket_qcov	
a71ev2a-x1128a__1__1.A__1.X	a71ev2a-x1128a__1__1.X	6t3g__1__1.A__1.C	6t3g__1__1.C	1.A:1.A	foldseek	22		sucos_shape_pocket_qcov	
a71ev2a-x5065a__1__1.A__1.X	a71ev2a-x5065a__1__1.X	6ku8__1__1.A__1.B	6ku8__1__1.B	1.A:1.A	foldseek	49		sucos_shape_pocket_qcov	
a71ev2a-x5339b__1__1.C__1.X	a71ev2a-x5339b__1__1.X	3qzq__2__1.B__1.F	3qzq__2__1.F	1.C:1.B	foldseek	52		sucos_shape_pocket_qcov	
a71ev2a-x4445a__1__1.A__1.X	a71ev2a-x4445a__1__1.X	5dp6__2__1.B__1.F	5dp6__2__1.F	1.A:1.B	foldseek	55		sucos_shape_pocket_qcov	
a71ev2a-x3975a__1__1.A__1.X	a71ev2a-x3975a__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.A:1.A	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x5995a__1__1.A__1.X	a71ev2a-x5995a__1__1.X	3zz9__1__1.A__1.B	3zz9__1__1.B	1.A:1.A	foldseek	42		sucos_shape_pocket_qcov	
a71ev2a-x4827b__1__1.C__1.X	a71ev2a-x4827b__1__1.X	5c1x__2__1.B__1.D	5c1x__2__1.D	1.C:1.B	foldseek	46		sucos_shape_pocket_qcov	
a71ev2a-x3901a__1__1.A__1.X	a71ev2a-x3901a__1__1.X	7da6__1__1.A__1.B	7da6__1__1.B	1.A:1.A	foldseek	43		sucos_shape_pocket_qcov	
a71ev2a-x7369b__1__1.C__1.X	a71ev2a-x7369b__1__1.X	3ruo__1__1.A__1.C	3ruo__1__1.C	1.C:1.A	foldseek	39		sucos_shape_pocket_qcov	
a71ev2a-x0911a__1__1.A__1.X	a71ev2a-x0911a__1__1.X	1cqq__1__1.A__1.B	1cqq__1__1.B	1.A:1.A	foldseek	50		sucos_shape_pocket_qcov	
