query_system	query_ligand_id	target_system	target_ligand_id	protein_mapping	protein_mapper	similarity	source	metric	mapping
a71ev2a-x5276a__1__1.A__1.X	a71ev2a-x5276a__1__1.X	7i7o__1__1.A__1.B	7i7o__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4237d__1__1.C__1.X	a71ev2a-x4237d__1__1.X	7i3n__1__1.A__1.B	7i3n__1__1.B	1.C:1.A	foldseek	82		sucos_shape_pocket_qcov	
a71ev2a-x4372a__1__1.A__1.X	a71ev2a-x4372a__1__1.X	7hyg__1__1.A__1.B	7hyg__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x2513a__1__1.A__1.X	a71ev2a-x2513a__1__1.X	7hzo__1__1.A__1.D	7hzo__1__1.D	1.A:1.A	foldseek	99		sucos_shape_pocket_qcov	
a71ev2a-x4824b__1__1.C__1.X	a71ev2a-x4824b__1__1.X	7i5c__2__1.B__1.G	7i5c__2__1.G	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7259a__1__1.A__1.X	a71ev2a-x7259a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	78		sucos_shape_pocket_qcov	
a71ev2a-x5879a__1__1.A__1.X	a71ev2a-x5879a__1__1.X	7hyx__1__1.A__1.B	7hyx__1__1.B	1.A:1.A	foldseek	83		sucos_shape_pocket_qcov	
a71ev2a-x0229a__1__1.A__1.X	a71ev2a-x0229a__1__1.X	7h2z__1__1.A__1.B	7h2z__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4918a__1__1.A__1.X	a71ev2a-x4918a__1__1.X	7i64__1__1.A__1.B	7i64__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4476a__1__1.A__1.X	a71ev2a-x4476a__1__1.X	7hz5__1__1.A__1.C	7hz5__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x6895a__1__1.A__1.X	a71ev2a-x6895a__1__1.X	7i3m__1__1.A__1.C	7i3m__1__1.C	1.A:1.A	foldseek	77		sucos_shape_pocket_qcov	
a71ev2a-x7576b__1__1.C__1.X	a71ev2a-x7576b__1__1.X	7i7x__1__1.A__1.C	7i7x__1__1.C	1.C:1.A	foldseek	88		sucos_shape_pocket_qcov	
a71ev2a-x4472a__1__1.A__1.X	a71ev2a-x4472a__1__1.X	7i3j__1__1.A__1.C	7i3j__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3485a__1__1.A__1.X	a71ev2a-x3485a__1__1.X	7hvc__1__1.A__1.B	7hvc__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x2454a__1__1.A__1.X	a71ev2a-x2454a__1__1.X	7h44__1__1.A__1.C	7h44__1__1.C	1.A:1.A	foldseek	62		sucos_shape_pocket_qcov	
a71ev2a-x4346a__1__1.A__1.X	a71ev2a-x4346a__1__1.X	7hya__1__1.A__1.B	7hya__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x6853a__1__1.A__1.X	a71ev2a-x6853a__1__1.X	7i4a__1__1.A__1.B	7i4a__1__1.B	1.A:1.A	foldseek	84		sucos_shape_pocket_qcov	
a71ev2a-x4943b__1__1.C__1.X	a71ev2a-x4943b__1__1.X	7i6b__2__1.B__1.F	7i6b__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7350b__1__1.A__1.X	a71ev2a-x7350b__1__1.X	7i7j__1__1.A__1.C	7i7j__1__1.C	1.A:1.A	foldseek	74		sucos_shape_pocket_qcov	
a71ev2a-x4784a__1__1.A__1.X	a71ev2a-x4784a__1__1.X	7i54__1__1.A__1.C	7i54__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0884a__1__1.A__1.X	a71ev2a-x0884a__1__1.X	7h4k__1__1.A__1.B	7h4k__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7501b__1__1.B__1.X	a71ev2a-x7501b__1__1.X	7i64__1__1.A__1.B	7i64__1__1.B	1.B:1.A	foldseek	82		sucos_shape_pocket_qcov	
a71ev2a-x4298a__1__1.A__1.X	a71ev2a-x4298a__1__1.X	7hxl__1__1.A__1.C	7hxl__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4611b__1__1.C__1.X	a71ev2a-x4611b__1__1.X	7i41__1__1.A__1.C	7i41__1__1.C	1.C:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5687a__1__1.A__1.X	a71ev2a-x5687a__1__1.X	7hyl__1__1.A__1.B	7hyl__1__1.B	1.A:1.A	foldseek	90		sucos_shape_pocket_qcov	
a71ev2a-x5082b__1__1.C__1.X	a71ev2a-x5082b__1__1.X	7i70__2__1.B__1.F	7i70__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x0900a__1__1.A__1.X	a71ev2a-x0900a__1__1.X	7h4l__1__1.A__1.B	7h4l__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3623a__1__1.A__1.X	a71ev2a-x3623a__1__1.X	7hvx__1__1.A__1.C	7hvx__1__1.C	1.A:1.A	foldseek	97		sucos_shape_pocket_qcov	
a71ev2a-x3435a__1__1.A__1.X	a71ev2a-x3435a__1__1.X	7i32__1__1.A__1.C	7i32__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x1105a__1__1.A__1.X	a71ev2a-x1105a__1__1.X	7h4t__1__1.A__1.B_1.D	7h4t__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x1128a__1__1.A__1.X	a71ev2a-x1128a__1__1.X	7h4v__1__1.A__1.B	7h4v__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5065a__1__1.A__1.X	a71ev2a-x5065a__1__1.X	7i6w__1__1.A__1.C	7i6w__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5339b__1__1.C__1.X	a71ev2a-x5339b__1__1.X	7i7v__2__1.B__1.F	7i7v__2__1.F	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x4445a__1__1.A__1.X	a71ev2a-x4445a__1__1.X	7hyy__1__1.A__1.C	7hyy__1__1.C	1.A:1.A	foldseek	97		sucos_shape_pocket_qcov	
a71ev2a-x3975a__1__1.A__1.X	a71ev2a-x3975a__1__1.X	7hwo__1__1.A__1.B	7hwo__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x5995a__1__1.A__1.X	a71ev2a-x5995a__1__1.X	7i7b__1__1.A__1.C	7i7b__1__1.C	1.A:1.A	foldseek	85		sucos_shape_pocket_qcov	
a71ev2a-x4827b__1__1.C__1.X	a71ev2a-x4827b__1__1.X	7i5e__2__1.B__1.G	7i5e__2__1.G	1.C:1.B	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x3901a__1__1.A__1.X	a71ev2a-x3901a__1__1.X	7hwb__1__1.A__1.C	7hwb__1__1.C	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
a71ev2a-x7369b__1__1.C__1.X	a71ev2a-x7369b__1__1.X	7i7x__1__1.A__1.C	7i7x__1__1.C	1.C:1.A	foldseek	84		sucos_shape_pocket_qcov	
a71ev2a-x0911a__1__1.A__1.X	a71ev2a-x0911a__1__1.X	7h4m__1__1.A__1.B	7h4m__1__1.B	1.A:1.A	foldseek	100		sucos_shape_pocket_qcov	
